show_id,title,type,content_type_category,primary_genre,genre_count,is_multi_genre,primary_country,country_count,production_region,is_international_production,release_year,release_decade,release_decade_label,release_era,date_added,year_added,month_added,quarter_added,content_age_years,content_age_category,freshness_score,duration,duration_value,duration_type,movie_duration_category,tv_season_category,rating,rating_category,target_audience,genre_saturation_level,genre_opportunity_score,market_classification,competition_index,investment_risk_score,investment_risk_level,performance_indicator,investment_priority_score,investment_recommendation,content_strategy,investment_year,director,has_director,cast,has_cast,description,description_length,title_length,listed_in,country
s1237,Sentinelle,Movie,Film Content,Action & Adventure,3,1,France,1,Europe,0,2021,2020,2020s,Modern Era (2020+),2021-03-05,2021.0,3.0,1.0,5,Fairly Recent (3-5 yrs),95,81 min,81.0,min,Standard (60-90 min),N/A - Movie,TV-MA,Mature,Adults Only,Saturated (5-10%),2,Major Market (100-500),4.0,5.0,Very Low Risk,82,3.27,Moderate Investment,Maintain Position,Year 2 - Scale,Julien Leclercq,1,"Olga Kurylenko, Marilyn Lima, Michel Nabokoff, Martin Swabey, Carole Weyers, Andrey Gorlenko, Antonia Malinova, Gabriel Almaer, Blaise Afonso, Guillaume Duhesme, Michel Biel",1,"Transferred home after a traumatizing combat mission, a highly trained French soldier uses her lethal skills to hunt down the man who hurt her sister.",150,10,"Action & Adventure, Dramas, International Movies",France
s1238,Mariposa,Movie,Film Content,Comedies,3,1,Indonesia,1,Asia,0,2020,2020,2020s,Modern Era (2020+),2021-03-04,2021.0,3.0,1.0,6,Established (5-10 yrs),94,116 min,116.0,min,Feature (90-120 min),N/A - Movie,TV-14,Teens,Teens & Adults,Highly Saturated (10%+),1,Growing Market (50-100),4.0,4.0,Low Risk,72,2.4,Cautious Investment,Maintain Position,Year 3 - Optimize,Fajar Bustomi,1,"Adhisty Zara, Angga Yunanda, Dannia Salsabila, Abun Sungkar, Junior Roberts, Syakir Daulay, Ariyo Wahab, Ersa Mayori, Baim Wong, Irgi Fahrezi",1,"New student Acha falls for Iqbal, a high-achieving student who's torn between love and family pressure.",103,8,"Comedies, International Movies, Romantic Movies",Indonesia
s1239,Pacific Rim: The Black,TV Show,Series Content,Anime Series,1,0,United States,2,North America,1,2021,2020,2020s,Modern Era (2020+),2021-03-04,2021.0,3.0,1.0,5,Fairly Recent (3-5 yrs),95,1 Season,1.0,Season,N/A - TV Show,Limited Series (1 season),TV-14,Teens,Teens & Adults,Emerging (1-2%),4,Dominant Market (500+),3.5,4.5,Very Low Risk,82,4.15,Strong Investment,Maintain Position,Year 1 - Immediate,,0,"Gideon Adlon, Calum Worthy, Erica Lindbeck, Victoria Grace, Andrew McPhee",1,"After Kaiju ravage Australia, two siblings pilot a Jaeger to search for their parents, encountering new creatures, seedy characters and chance allies.",150,22,Anime Series,"United States, Australia"
s1240,Parker,Movie,Film Content,Action & Adventure,1,0,United States,1,North America,0,2013,2010,2010s,Early Streaming (2010-14),2021-03-04,2021.0,3.0,1.0,13,Mature (10-20 yrs),87,119 min,119.0,min,Feature (90-120 min),N/A - Movie,R,Mature,Adults Only,Saturated (5-10%),2,Dominant Market (500+),4.5,4.0,Low Risk,79,2.99,Cautious Investment,Maintain Position,Year 3 - Optimize,Taylor Hackford,1,"Jason Statham, Jennifer Lopez, Michael Chiklis, Wendell Pierce, Clifton Collins Jr., Bobby Cannavale, Patti LuPone, Carlos Carrasco, Micah Hauptman, Emma Booth, Nick Nolte",1,"Parker is a thief – but he has scruples. So when his crew double-crosses him, Parker teams up with an unlikely partner to even the score.",137,6,Action & Adventure,United States
s1241,Safe Haven,Movie,Film Content,Dramas,2,1,United States,1,North America,0,2013,2010,2010s,Early Streaming (2010-14),2021-03-04,2021.0,3.0,1.0,13,Mature (10-20 yrs),87,116 min,116.0,min,Feature (90-120 min),N/A - Movie,PG-13,Teens,Teens & Adults,Highly Saturated (10%+),1,Dominant Market (500+),5.0,3.0,Moderate Risk,71,2.14,Cautious Investment,Red Ocean (Compete),Year 3 - Optimize,Lasse Hallström,1,"Josh Duhamel, Julianne Hough, Cobie Smulders, David Lyons, Noah Lomax, Mimi Kirkland",1,"When a mysterious woman arrives in a small North Carolina town, she begins a new life but remains haunted by a terrifying secret.",129,10,"Dramas, Romantic Movies",United States
s1242,Moxie,Movie,Film Content,Comedies,3,1,United States,1,North America,0,2021,2020,2020s,Modern Era (2020+),2021-03-03,2021.0,3.0,1.0,5,Fairly Recent (3-5 yrs),95,112 min,112.0,min,Feature (90-120 min),N/A - Movie,PG-13,Teens,Teens & Adults,Highly Saturated (10%+),1,Dominant Market (500+),5.0,3.5,Moderate Risk,77,2.34,Cautious Investment,Red Ocean (Compete),Year 3 - Optimize,Amy Poehler,1,"Hadley Robinson, Lauren Tsai, Patrick Schwarzenegger, Nico Hiraga, Sydney Park, Josephine Langford, Clark Gregg, Josie Totah, Alycia  Pascual-Peña, Anjelika Washington, Charlie Hall, Sabrina Haskett, Ike Barinholtz, Amy Poehler, Marcia Gay Harden",1,"Inspired by her mom's rebellious past and a confident new friend, a shy 16-year-old publishes an anonymous zine calling out sexism at her school.",145,5,"Comedies, Dramas, Music & Musicals",United States
s1243,Murder Among the Mormons,TV Show,Series Content,Crime TV Shows,2,1,United States,1,North America,0,2021,2020,2020s,Modern Era (2020+),2021-03-03,2021.0,3.0,1.0,5,Fairly Recent (3-5 yrs),95,1 Season,1.0,Season,N/A - TV Show,Limited Series (1 season),TV-14,Teens,Teens & Adults,Saturated (5-10%),2,Dominant Market (500+),4.5,4.5,Very Low Risk,92,3.27,Moderate Investment,Maintain Position,Year 2 - Scale,"Jared Hess, Tyler Measom",1,,0,High-stakes exploits turn deadly — and shake a global church to its core — in this extraordinary true crime story.,114,24,"Crime TV Shows, Docuseries",United States
s1244,Black or White,Movie,Film Content,Dramas,1,0,United States,1,North America,0,2014,2010,2010s,Early Streaming (2010-14),2021-03-02,2021.0,3.0,1.0,12,Mature (10-20 yrs),88,121 min,121.0,min,Long (120-150 min),N/A - Movie,PG-13,Teens,Teens & Adults,Highly Saturated (10%+),1,Dominant Market (500+),5.0,3.0,Moderate Risk,74,2.17,Cautious Investment,Red Ocean (Compete),Year 3 - Optimize,Mike Binder,1,"Kevin Costner, Octavia Spencer, Jillian Estell, Bill Burr, Mpho Koaho, Anthony Mackie, Jennifer Ehle, André Holland, Gillian Jacobs, Paula Newsome",1,A widowed lawyer struggles to retain custody of his biracial granddaughter when the girl's paternal grandmother questions his competence.,137,14,Dramas,United States
s1245,Indoo Ki Jawani,Movie,Film Content,Action & Adventure,3,1,India,1,Asia,0,2020,2020,2020s,Modern Era (2020+),2021-03-02,2021.0,3.0,1.0,6,Established (5-10 yrs),94,115 min,115.0,min,Feature (90-120 min),N/A - Movie,TV-14,Teens,Teens & Adults,Saturated (5-10%),2,Dominant Market (500+),4.5,4.5,Very Low Risk,71,3.01,Moderate Investment,Maintain Position,Year 2 - Scale,Abir Sengupta,1,"Kiara Advani, Aditya Seal, Mallika Dua, Rakesh Bedi, Rajendra Sethi, Chittaranjan Tripathi, Rajesh Jais, Alka Badola Kaushal",1,"A spirited but naive young woman seeks a one-night stand, but after discovering her date’s real identity, things quickly go from casual to complicated.",151,15,"Action & Adventure, Comedies, International Movies",India
s1246,Word Party,TV Show,Series Content,Kids' TV,1,0,United States,1,North America,0,2021,2020,2020s,Modern Era (2020+),2021-03-02,2021.0,3.0,1.0,5,Fairly Recent (3-5 yrs),95,5 Seasons,5.0,Season,N/A - TV Show,Medium Run (4-6 seasons),TV-Y,Kids,Kids & Family,Saturated (5-10%),2,Dominant Market (500+),4.5,4.5,Very Low Risk,86,3.2,Moderate Investment,Maintain Position,Year 2 - Scale,,0,"Victor Yerrid, Alice Dinnean, Alon Williams, Donna Kimball, John Munro Cameron, John Tartaglia, Arty Casas, Dorien Davies, Misty Rosas, Patina Miller",1,"Meet Bailey, Franny, Kip and Lulu. They're adorable baby animals, and they want you to join the party and help them learn!",122,10,Kids' TV,United States
s1247,A Perfect Day For Arsenide,TV Show,Series Content,Classic & Cult TV,3,1,Unknown,0,Unknown,0,2019,2010,2010s,Peak Streaming (2015-19),2021-03-01,2021.0,3.0,1.0,7,Established (5-10 yrs),93,1 Season,1.0,Season,N/A - TV Show,Limited Series (1 season),TV-MA,Mature,Adults Only,Niche (<1%),5,Unknown,2.0,4.5,Very Low Risk,58,4.35,Strong Investment,Maintain Position,Year 1 - Immediate,Sunny Lau,1,"Wilfred Lau, Hanna Chan, Terence Siufay, Chloe So, Martin Wong, Aaron Chow, So Wai Chuen, Aiden Hung, Sarika Choy",1,"An eclectic group of people encounters zany situations in this anthology of surreal, offbeat tales from Hong Kong. Based on Mr. Pizza's hit novel.",146,26,"Classic & Cult TV, Crime TV Shows, International TV Shows",
s1248,Banyuki,Movie,Film Content,Action & Adventure,3,1,Unknown,0,Unknown,0,2009,2000,2000s,2000s Digital Transition,2021-03-01,2021.0,3.0,1.0,17,Mature (10-20 yrs),83,182 min,182.0,min,Epic (150+ min),N/A - Movie,TV-PG,Parental Guidance,Family,Saturated (5-10%),2,Unknown,3.5,4.5,Very Low Risk,52,2.77,Cautious Investment,Maintain Position,Year 3 - Optimize,Hidenori Inoue,1,"Takaya Kamikawa, Izumi Inamori, Taichi Saotome, Jun Hashimoto, Shoko Takada, Makoto Awane, Takaya Yamauchi, Akira Yamamoto, Tetsuya Chiba, Masato Sakai",1,"In this stage performance filmed for the big screen, an innocent man seeks revenge after breaking free of the prison he was held in for ten years.",146,7,"Action & Adventure, Dramas, International Movies",
s1249,Biggie: I Got a Story to Tell,Movie,Film Content,Documentaries,2,1,United States,1,North America,0,2021,2020,2020s,Modern Era (2020+),2021-03-01,2021.0,3.0,1.0,5,Fairly Recent (3-5 yrs),95,98 min,98.0,min,Feature (90-120 min),N/A - Movie,R,Mature,Adults Only,Saturated (5-10%),2,Dominant Market (500+),4.5,4.5,Very Low Risk,81,3.14,Moderate Investment,Maintain Position,Year 2 - Scale,Emmett Malloy,1,"The Notorious B.I.G., Sean ""P. Diddy"" Combs",1,"Featuring rare footage and in-depth interviews, this documentary celebrates the life of The Notorious B.I.G. on his journey from hustler to rap king.",149,29,"Documentaries, Music & Musicals",United States
s1250,Blanche Gardin: The All-Nighter,Movie,Film Content,Stand-Up Comedy,1,0,Unknown,0,Unknown,0,2021,2020,2020s,Modern Era (2020+),2021-03-01,2021.0,3.0,1.0,5,Fairly Recent (3-5 yrs),95,96 min,96.0,min,Feature (90-120 min),N/A - Movie,TV-MA,Mature,Adults Only,Moderate (2-5%),3,Unknown,3.0,5.0,Very Low Risk,67,3.59,Moderate Investment,Maintain Position,Year 2 - Scale,"Xavier Maingon, Marc-Antoine Hélard",1,Blanche Gardin,1,"With self-deprecating humor, French comic Blanche Gardin offers stream-of-consciousness observations on environmentalism, gender relations and herself.",151,31,Stand-Up Comedy,
s1251,Connected,Movie,Film Content,Documentaries,3,1,Unknown,0,Unknown,0,2021,2020,2020s,Modern Era (2020+),2021-03-01,2021.0,3.0,1.0,5,Fairly Recent (3-5 yrs),95,42 min,42.0,min,Short (<60 min),N/A - Movie,TV-G,General,Kids & Family,Saturated (5-10%),2,Unknown,3.5,5.0,Very Low Risk,61,3.01,Moderate Investment,Maintain Position,Year 2 - Scale,Milton Kremer,1,"Hernán Cattáneo, Richard Coleman",1,"Argentine DJ Hernán Cattáneo, known for his house music innovations, invites a symphonic orchestra for a four-night run at Buenos Aires' Teatro Colón.",150,9,"Documentaries, International Movies, Music & Musicals",
s1252,Dances with Wolves,Movie,Film Content,Action & Adventure,3,1,United States,2,North America,1,1990,1990,1990s,1990s Golden Era,2021-03-01,2021.0,3.0,1.0,36,Classic (20+ yrs),64,181 min,181.0,min,Epic (150+ min),N/A - Movie,PG-13,Teens,Teens & Adults,Saturated (5-10%),2,Dominant Market (500+),4.5,4.0,Low Risk,67,2.84,Cautious Investment,Maintain Position,Year 3 - Optimize,Kevin Costner,1,"Kevin Costner, Mary McDonnell, Rodney Grant, Graham Greene, Floyd ""Red Crow"" Westerman, Tantoo Cardinal, Robert Pastorelli, Charles Rocket, Maury Chaykin, Jimmy Herman",1,"On the frontier, a Civil War soldier bonds with a Sioux tribe and adapts to their way of life, becoming their ally amid growing threats.",136,18,"Action & Adventure, Classic Movies, Dramas","United States, United Kingdom"
s1253,How to Be Really Bad,Movie,Film Content,Comedies,2,1,Germany,1,Europe,0,2018,2010,2010s,Peak Streaming (2015-19),2021-03-01,2021.0,3.0,1.0,8,Established (5-10 yrs),92,100 min,100.0,min,Feature (90-120 min),N/A - Movie,TV-14,Teens,Teens & Adults,Highly Saturated (10%+),1,Major Market (100-500),4.5,4.0,Low Risk,69,2.36,Cautious Investment,Maintain Position,Year 3 - Optimize,Marco Petry,1,"Emma Bading, Janina Fautz, Ludwig Simon, Samuel Finzi, Emilio Sakraya, Oliver Korittke, Alwara Höfels, Matilda Marz, Amina Merai, Johann von Bülow, Axel Stein, Theo Trebs",1,"The devil's sassy (and bored) daughter makes a deal with her dad: If she can turn a good person evil, she gets to ditch hell and stay on Earth.",143,20,"Comedies, International Movies",Germany
s1254,LEGO Marvel Spider-Man: Vexed by Venom,Movie,Film Content,Children & Family Movies,2,1,United States,1,North America,0,2019,2010,2010s,Peak Streaming (2015-19),2021-03-01,2021.0,3.0,1.0,7,Established (5-10 yrs),93,22 min,22.0,min,Short (<60 min),N/A - Movie,TV-Y,Kids,Kids & Family,Saturated (5-10%),2,Dominant Market (500+),4.5,4.5,Very Low Risk,70,3.0,Moderate Investment,Maintain Position,Year 2 - Scale,"Andrew Duncan, Ken Cunningham",1,"Robbie Daymond, Ben Pronsky, Josh Keaton, Tara Strong, Jennifer Hale, Laura Bailey",1,"When Green Goblin and Venom team up for a disastrous scheme, Spider-Man calls in a wall-crawling ally and must rely on his Spidey senses to stop them.",150,38,"Children & Family Movies, Comedies",United States
s1255,Rain Man,Movie,Film Content,Classic Movies,2,1,United States,1,North America,0,1988,1980,1980s,Classic (Pre-1990),2021-03-01,2021.0,3.0,1.0,38,Classic (20+ yrs),62,134 min,134.0,min,Long (120-150 min),N/A - Movie,R,Mature,Adults Only,Emerging (1-2%),4,Dominant Market (500+),3.5,4.0,Low Risk,57,3.71,Moderate Investment,Maintain Position,Year 2 - Scale,Barry Levinson,1,"Dustin Hoffman, Tom Cruise, Valeria Golino, Gerald R. Molen, Jack Murdock, Michael D. Roberts, Ralph Seymour, Lucinda Jenney, Bonnie Hunt",1,"Motivated by money, a selfish workaholic seeking a piece of his late father's inheritance takes a life-changing road trip with his estranged brother.",149,8,"Classic Movies, Dramas",United States
s1256,Seven Souls in the Skull Castle 2011,Movie,Film Content,Action & Adventure,3,1,Unknown,0,Unknown,0,2011,2010,2010s,Early Streaming (2010-14),2021-03-01,2021.0,3.0,1.0,15,Mature (10-20 yrs),85,177 min,177.0,min,Epic (150+ min),N/A - Movie,TV-14,Teens,Teens & Adults,Saturated (5-10%),2,Unknown,3.5,4.5,Very Low Risk,66,2.95,Cautious Investment,Maintain Position,Year 3 - Optimize,Hidenori Inoue,1,"Shun Oguri, Mirai Moriyama, Taichi Saotome, Eiko Koike, Ryo Katsuji, Riisa Naka, Shoko Takada, Makoto Awane, Masato Kono, Tetsuya Chiba",1,"In this cinematic distillation of the electrifying stage performance, seven spirited souls take on the dark threat growing in shadowy Skull Castle.",147,36,"Action & Adventure, Dramas, International Movies",
s1257,Tenacious D in The Pick of Destiny,Movie,Film Content,Comedies,3,1,United States,2,North America,1,2006,2000,2000s,2000s Digital Transition,2021-03-01,2021.0,3.0,1.0,20,Mature (10-20 yrs),80,94 min,94.0,min,Feature (90-120 min),N/A - Movie,R,Mature,Adults Only,Highly Saturated (10%+),1,Dominant Market (500+),5.0,3.0,Moderate Risk,66,2.08,Cautious Investment,Red Ocean (Compete),Year 3 - Optimize,Liam Lynch,1,"Jack Black, Kyle Gass, JR Reed, Troy Gentile, Ronnie James Dio, Paul F. Tompkins, Ned Bellamy, Fred Armisen, Kirk Ward, Amy Poehler, Tim Robbins, Dave Grohl, Ben Stiller",1,"Dreaming of being a rock god, Midwesterner JB heads to California, where he crosses paths with idler KG – giving rise to the musical duo Tenacious D.",149,34,"Comedies, Cult Movies, Music & Musicals","United States, Germany"
s1258,TIGER & BUNNY,TV Show,Series Content,Anime Series,2,1,Japan,1,Asia,0,2011,2010,2010s,Early Streaming (2010-14),2021-02-28,2021.0,2.0,1.0,15,Mature (10-20 yrs),85,1 Season,1.0,Season,N/A - TV Show,Limited Series (1 season),TV-14,Teens,Teens & Adults,Emerging (1-2%),4,Major Market (100-500),3.0,4.5,Very Low Risk,69,3.99,Moderate Investment,Maintain Position,Year 2 - Scale,,0,"Hiroaki Hirata, Masakazu Morita, Koji Yusa, Minako Kotobuki, Yuhko Kaida, Go Inoue, Kenjiro Tsuda, Mariya Ise, Taiten Kusunoki, Nobuhiko Okamoto, Keiji Fujiwara",1,"In an alternate New York City protected by a band of superheroes called NEXT, veteran Wild Tiger is forced to team up with rookie Barnaby Brooks Jr.",148,13,"Anime Series, International TV Shows",Japan
s1259,Bigfoot Family,Movie,Film Content,Children & Family Movies,2,1,Belgium,2,Europe,1,2021,2020,2020s,Modern Era (2020+),2021-02-26,2021.0,2.0,1.0,5,Fairly Recent (3-5 yrs),95,88 min,88.0,min,Standard (60-90 min),N/A - Movie,TV-Y7,Kids,Kids & Family,Saturated (5-10%),2,Growing Market (50-100),3.5,5.0,Very Low Risk,76,3.2,Moderate Investment,Maintain Position,Year 2 - Scale,"Jérémie Degruson, Ben Stassen",1,"Jules Wojciechowski, Roger Craig Smith, Grant George, David Lodge, Lindsey Alena, Sandy Fox, Joey Lotsko",1,"Bigfoot’s now a big deal. So when he goes missing, his shy but tech-savvy teen son must take on an evil CEO to save his family and a wildlife preserve.",151,14,"Children & Family Movies, Comedies","Belgium, France"
s1260,Captain Fantastic,Movie,Film Content,Comedies,3,1,United States,1,North America,0,2016,2010,2010s,Peak Streaming (2015-19),2021-02-26,2021.0,2.0,1.0,10,Established (5-10 yrs),90,119 min,119.0,min,Feature (90-120 min),N/A - Movie,R,Mature,Adults Only,Highly Saturated (10%+),1,Dominant Market (500+),5.0,3.5,Moderate Risk,63,2.16,Cautious Investment,Red Ocean (Compete),Year 3 - Optimize,Matt Ross,1,"Viggo Mortensen, Frank Langella, George MacKay, Samantha Isler, Annalise Basso, Nicholas Hamilton, Shree Crooks, Charlie Shotwell, Ann Dowd, Erin Moriarty, Missi Pyle, Kathryn Hahn, Steve Zahn",1,"A father raising his children off the grid begins to question his anti-establishment, utopian views when a tragic loss pulls them back into society.",148,17,"Comedies, Dramas, Independent Movies",United States
s1261,Crazy About Her,Movie,Film Content,Comedies,3,1,Spain,1,Europe,0,2021,2020,2020s,Modern Era (2020+),2021-02-26,2021.0,2.0,1.0,5,Fairly Recent (3-5 yrs),95,107 min,107.0,min,Feature (90-120 min),N/A - Movie,TV-MA,Mature,Adults Only,Highly Saturated (10%+),1,Major Market (100-500),4.5,4.0,Low Risk,87,2.59,Cautious Investment,Maintain Position,Year 3 - Optimize,Dani de la Orden,1,"Álvaro Cervantes, Susana Abaitua, Luis Zahera, Clara Segura, Aixa Villagrán, Paula Malia, Nil Cardoner, Txell Aixendri, Alberto San Juan",1,"After spending a wild night together, Adri discovers the only way to see Carla again is to become a patient at the psychiatric center where she resides.",152,15,"Comedies, International Movies, Romantic Movies",Spain
s1262,Fuga,Movie,Film Content,Dramas,3,1,Argentina,2,Latin America,1,2006,2000,2000s,2000s Digital Transition,2021-02-26,2021.0,2.0,1.0,20,Mature (10-20 yrs),80,112 min,112.0,min,Feature (90-120 min),N/A - Movie,TV-MA,Mature,Adults Only,Highly Saturated (10%+),1,Growing Market (50-100),4.0,3.5,Moderate Risk,72,2.27,Cautious Investment,Maintain Position,Year 3 - Optimize,Pablo Larraín,1,"Benjamín Vicuña, Gastón Pauls, Alfredo Castro, Francisca Imboden, Héctor Noguera, María Izquierdo, Willy Semler, Alejandro Trejo, Mateo Iribarren, Marcial Tagle, Paulina Urrutia",1,"A struggling music student discovers and tries to complete an unfinished symphony begun by a famous composer, whose career was ended by a past trauma.",150,4,"Dramas, Independent Movies, International Movies","Argentina, Chile"
s1263,Ginny & Georgia - The Afterparty,Movie,Film Content,Comedies,2,1,Unknown,0,Unknown,0,2021,2020,2020s,Modern Era (2020+),2021-02-26,2021.0,2.0,1.0,5,Fairly Recent (3-5 yrs),95,35 min,35.0,min,Short (<60 min),N/A - Movie,TV-MA,Mature,Adults Only,Highly Saturated (10%+),1,Unknown,4.0,4.0,Low Risk,65,2.31,Cautious Investment,Maintain Position,Year 3 - Optimize,,0,"David Spade, London Hughes, Fortune Feimster, Brianne Howey, Antonia Gentry, Jennifer Robertson, Sara Waisglass",1,"Cast members of the hit Netflix show join the hosts to unpack the drama of Season 1, and Cristela Alonzo offers tips for being the new kid at school.",149,32,"Comedies, Dramas",
s1264,No Escape,Movie,Film Content,Action & Adventure,1,0,United States,2,North America,1,2015,2010,2010s,Peak Streaming (2015-19),2021-02-26,2021.0,2.0,1.0,11,Mature (10-20 yrs),89,103 min,103.0,min,Feature (90-120 min),N/A - Movie,R,Mature,Adults Only,Saturated (5-10%),2,Dominant Market (500+),4.5,4.0,Low Risk,75,2.94,Cautious Investment,Maintain Position,Year 3 - Optimize,John Erick Dowdle,1,"Owen Wilson, Lake Bell, Pierce Brosnan, Sterling Jerins, Claire Geare, Thanawut Ketsaro, Chatchawai Kamonsakpitak, Sahajak Boonthanakit",1,"Soon after relocating to Southeast Asia, an American family lands in the midst of a violent coup that could cost them their lives.",130,9,Action & Adventure,"United States, Thailand"
s1265,Our Idiot Brother,Movie,Film Content,Comedies,3,1,United States,1,North America,0,2011,2010,2010s,Early Streaming (2010-14),2021-02-26,2021.0,2.0,1.0,15,Mature (10-20 yrs),85,90 min,90.0,min,Feature (90-120 min),N/A - Movie,R,Mature,Adults Only,Highly Saturated (10%+),1,Dominant Market (500+),5.0,3.0,Moderate Risk,72,2.15,Cautious Investment,Red Ocean (Compete),Year 3 - Optimize,Jesse Peretz,1,"Paul Rudd, Elizabeth Banks, Zooey Deschanel, Emily Mortimer, Kathryn Hahn, Steve Coogan, Rashida Jones, Hugh Dancy, Shirley Knight, Adam Scott, T.J. Miller",1,A seemingly clueless idealist relies on his exasperated sisters for shelter and support after his girlfriend dumps him and his dog is taken away.,145,17,"Comedies, Dramas, Independent Movies",United States
s1266,The Girl on the Train,Movie,Film Content,International Movies,2,1,India,1,Asia,0,2021,2020,2020s,Modern Era (2020+),2021-02-26,2021.0,2.0,1.0,5,Fairly Recent (3-5 yrs),95,120 min,120.0,min,Long (120-150 min),N/A - Movie,TV-MA,Mature,Adults Only,Highly Saturated (10%+),1,Dominant Market (500+),5.0,3.5,Moderate Risk,84,2.42,Cautious Investment,Red Ocean (Compete),Year 3 - Optimize,Ribhu Dasgupta,1,"Parineeti Chopra, Aditi Rao Hydari, Kirti Kulhari, Avinash Tiwary, Tota Roy Chowdhury",1,A troubled divorcée fixates on a seemingly ideal couple from afar until a shocking observation sends her spiraling straight into a knotty murder case.,150,21,"International Movies, Thrillers",India
s1267,Tony Manero,Movie,Film Content,Dramas,3,1,Chile,2,Latin America,1,2008,2000,2000s,2000s Digital Transition,2021-02-26,2021.0,2.0,1.0,18,Mature (10-20 yrs),82,97 min,97.0,min,Feature (90-120 min),N/A - Movie,TV-MA,Mature,Adults Only,Highly Saturated (10%+),1,Emerging Market (20-50),3.5,3.5,Moderate Risk,66,2.2,Cautious Investment,Maintain Position,Year 3 - Optimize,Pablo Larraín,1,"Alfredo Castro, Paola Lattus, Héctor Morales, Amparo Noguera, Elsa Poblete",1,"Amid the violence of Pinochet's reign in 1978 Chile, emotionally dead Raúl finds escape in his obsession over the protagonist in ""Saturday Night Fever.""",152,11,"Dramas, Independent Movies, International Movies","Chile, Brazil"
s1268,Who Am I,Movie,Film Content,International Movies,2,1,Germany,1,Europe,0,2014,2010,2010s,Early Streaming (2010-14),2021-02-26,2021.0,2.0,1.0,12,Mature (10-20 yrs),88,102 min,102.0,min,Feature (90-120 min),N/A - Movie,TV-MA,Mature,Adults Only,Highly Saturated (10%+),1,Major Market (100-500),4.5,3.5,Moderate Risk,66,2.2,Cautious Investment,Maintain Position,Year 3 - Optimize,Baran bo Odar,1,"Tom Schilling, Elyas M'Barek, Wotan Wilke Möhring, Antoine Monot Jr., Hannah Herzsprung, Stephan Kampwirth, Trine Dyrholm, Leopold Hornung, Leonard Carow",1,"After his compatriots are murdered by Russian gangsters, a hacker confesses the history of his elite, fame-seeking group to a Europol investigator.",147,8,"International Movies, Thrillers",Germany
s1269,El final del paraíso,TV Show,Series Content,Crime TV Shows,3,1,United States,2,North America,1,2019,2010,2010s,Peak Streaming (2015-19),2021-02-25,2021.0,2.0,1.0,7,Established (5-10 yrs),93,1 Season,1.0,Season,N/A - TV Show,Limited Series (1 season),TV-MA,Mature,Adults Only,Saturated (5-10%),2,Dominant Market (500+),4.5,4.5,Very Low Risk,67,2.96,Cautious Investment,Maintain Position,Year 3 - Optimize,,0,"Carmen Villalobos, Catherine Siachoque, Fabián Ríos, Gregorio Pernía, Kimberly Reyes, Stephanía Duque, Elianis Garrido, Carolina Gaitán, Juan Pablo Urrego, Juan Pablo Gamboa",1,"In Colombia, the DEA's new director targets a gang of dealers pushing a powerful drug while contending with an enemy who possesses a deep network.",146,20,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","United States, Colombia"
s1270,Geez & Ann,Movie,Film Content,Dramas,3,1,Indonesia,1,Asia,0,2021,2020,2020s,Modern Era (2020+),2021-02-25,2021.0,2.0,1.0,5,Fairly Recent (3-5 yrs),95,106 min,106.0,min,Feature (90-120 min),N/A - Movie,TV-PG,Parental Guidance,Family,Highly Saturated (10%+),1,Growing Market (50-100),4.0,4.0,Low Risk,69,2.36,Cautious Investment,Maintain Position,Year 3 - Optimize,Rizki Balki,1,"Hanggini, Junior Roberts, Roy Sungkono, Shenina Cinnamon, Ashira Zamita, Amel Carla, Davina Karamoy, Naimma Aljufri, Andi Viola, Jasmine Elfira Burhan, Kezia Aletheia, Dewi Rezer, Ersa Mayori, Indra Brasco, Bobby Samuel, Ady Sky, Farhan Rasyid",1,"After falling for Geez, a heartthrob at school, Ann must confront family opposition, heartache and deception as their romance struggles.",136,10,"Dramas, International Movies, Romantic Movies",Indonesia
s1271,Sin senos sí hay paraíso,TV Show,Series Content,International TV Shows,3,1,United States,2,North America,1,2018,2010,2010s,Peak Streaming (2015-19),2021-02-25,2021.0,2.0,1.0,8,Established (5-10 yrs),92,3 Seasons,3.0,Season,N/A - TV Show,Short Run (2-3 seasons),TV-MA,Mature,Adults Only,Highly Saturated (10%+),1,Dominant Market (500+),5.0,3.5,Moderate Risk,66,2.2,Cautious Investment,Red Ocean (Compete),Year 3 - Optimize,,0,"Catherine Siachoque, Fabián Ríos, Carolina Gaitán, Juan Pablo Urrego, Majida Issa, Johanna Fadul, César Mora, Juan Pablo Llano, Carmen Villalobos, Francisco Bolívar, Jennifer Arenas, Luigi Aycardi, Julián Beltrán, Stefanía Gómez, Diana Acevedo, Joselyn Gallardo, Jairo Ordóñez, Oscar Salazar, Gregorio Pernía, Carolina Sepúlveda, Javier Jattin, Juan Alfonso Baptista",1,"Born into a small town controlled by the mafia, an irate young woman seeks revenge on the forces that tore apart and wrongfully imprisoned her family.",150,24,"International TV Shows, Spanish-Language TV Shows, TV Dramas","United States, Colombia"
